4;-6;6;749
+1.765727E-02;-6.454477E-01;+
+4.124702E-02;+6.460111E+00;-
-7.610015E+04;+2.299216E+05;+
-7.073120E+05;-5.719005E+05;-
+3.000009E-03;+8.604518E-01;+
+1.558035E+05;-3.806417E+03;-
-6.934935E+01;-8.087843E-05;-
+1.885599E-01;+1.779822E-04;+
+3.279172E+02;+4.594779E+02;+
-7.194069E-04;+3.051267E+05;-
-5.455653E-01;+3.775467E+00;-
+4.878719E+00;-4.712760E+03;+
-1.559411E-02;-2.210527E+04;-
-2.342680E+03;+1.766002E+05;+
+1.800049E+02;-7.616316E+00;-
+7.296523E-05;-3.190603E+03;+
+6.854059E-02;+6.092568E-04;+
+4.021962E+04;-7.471343E+02;-
-6.339147E-01;+2.105105E+00;-
+7.906651E+04;-6.902122E-00;+
-8.767119E+01;-7.403855E+05;+
-6.050892E+01;-5.146620E-03;-
+2.914496E-04;+1.506886E-02;+
+8.313515E-00;+2.333686E+03;+
-3.969997E+05;-5.684226E-03;-
-6.064624E+01;-8.801328E-04;-
-4.707316E-00;-2.784074E-01;-
+5.305115E+04;+7.922906E-04;+
-5.714570E-03;-2.905504E+04;-
+1.853146E+03;-6.186260E+00;+
-2.288202E-02;+5.869931E-00;-
+7.346666E+04;+2.442583E+02;+
+8.053480E+03;+8.552563E+04;+
+3.985429E-03;-7.216546E+03;+
+6.285707E+01;-2.581580E-00;+
+1.150181E+04;+5.506144E+00;-
-6.738561E-03;-5.900091E+05;-
+4.721518E-03;+3.032877E+04;-
+5.600116E-01;-6.189711E+00;-
-2.692695E-02;-2.956025E-01;-
-1.689872E+05;-1.794279E-04;+
+5.233145E-00;+6.361989E-04;+
-7.165784E-03;+4.876088E-01;+
+1.309460E-05;-8.390487E+05;+
-5.461174E+05;+7.975603E-04;+
-6.332692E-04;+3.955382E+00;-
+8.707762E-02;+4.938407E+04;+
+8.920680E+00;+2.386795E+03;-
+8.180804E-01;+5.716843E+01;+
-1.901962E-02;+7.033224E-00;-
